PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,Target
-7.858747560870498,-2.987843561084856,0.3800616243611923,-1.840013989906272,1.5627002692954781,0.42171157517706176,-0.800063715138362,-0.4477617656873996,0.8968381243011946,-2.1909896897793706,2.199142163337102,-0.7353937863947757,-1.7682737147060628,0.43500162416663213,-0.7150394038458043,1.7338171587012596,-0.5677115907553543,-0.0036756725002068955,0.811291154158449,-0.277544103437278,0.6266474811022819,-0.38738930915706005,0.4720983290320757,1.1708384307643294,0.25377397744104846,-0.9890795448433264,0.1527853076435403,-0.9732709908836396,0.38336252447718633,0.43669179866768526,0
0.7420066926051053,-1.7407974374564061,-0.03740123126024954,-0.7617693076470128,-1.9073816618386883,1.9256754326007859,-0.4950421922715351,0.20696427397400083,-0.940960141210984,-0.7725960564793646,-0.42888954043186023,1.2076529026454168,-0.2433254992845688,-0.3352824770922105,-0.2517030060505565,0.003755686834636601,-1.1106183526250004,0.017579297609556153,-0.8133069027323822,-1.0779343271804165,0.28215704177693335,0.15060770035339516,-0.32109468389352924,-1.3547489677582472,2.0008776308039478,0.5285170794341725,-0.8873627911350791,0.011180670349650566,-1.1008713596387671,-0.15265786799015488,2
-6.696591538125468,-0.19613553567843522,3.4289414949585746,-0.6993510548057886,2.1169562902874266,-0.589941117980824,-1.4375493813454714,-0.7288109973461815,-0.5967920813628517,1.2967251413706815,-1.3920632673364222,0.22293197736444986,-0.4674377918714063,0.16280822222516916,-0.21616226976729996,0.8918918092319749,-2.164646275984314,-0.6072081618534035,0.8330745474148792,-0.5383749264579635,-1.235406550051162,-0.4576422378975253,-0.038764412960418396,0.5420752362755523,1.5938093676065888,0.16150265899703342,0.05749265484958766,0.14704039784911418,-0.6704025888658759,0.05459147929286793,0
1.4685054361017509,-1.1432083410279588,-0.5722783983098808,0.6878947578445438,0.6498543716855887,-0.9801209444114759,-1.1550050322324183,0.35208466986072195,0.42598913720823667,0.6648478656564639,0.1392023856795441,-0.9451500198203269,0.2234578130988708,0.2520797508118758,-0.9775261959845088,0.5342567394523109,-0.9575989778315351,-0.7615474322322877,-1.0126219488368289,1.4830929934847146,-0.7663033145318252,0.574711470716793,-0.9058638702714089,0.35900079640438826,-0.5187450055196325,0.15255037574563746,-0.3642313946909636,-0.12586513362113183,-0.3284586213737575,-0.5970430126706703,2
0.5177631311715497,2.800090349837602,-4.950377063718466,-1.4116811959129867,0.35063608293180265,-1.055420824499419,-0.3451886236728293,-0.9080632253137925,0.7269042459478992,0.40957301542490937,0.6577386519901435,1.4158290332903616,-0.28668248044331823,0.9436247219303786,-0.9496180580144113,0.10745073390974078,-0.7006934337691997,-1.432795173842891,0.5291231822119313,1.3069800940901941,-0.6550783626643691,0.26335275577381373,1.3653373289772097,-1.0815776495323879,0.1533994646478064,-0.7401768475958435,0.4667605638823341,0.7828393743465075,-0.2632534022287497,0.8804115526411923,2
1.1368149375301,4.731724192145215,-4.626829308583403,1.7114772493996786,-2.1540891313324826,-0.8398029195722934,0.02528511481467109,1.956378534470625,0.4044944020483354,0.7406239720456278,3.8186839823221987,1.2964145650120997,0.22983366144451844,-0.4210541749180746,0.44346005275197475,1.4737135938831811,-0.587246692359353,0.8817941062481095,0.20870113272366045,-0.42527137361338324,0.43536187381161506,-1.8251018852858019,3.485939070084793,-1.3551731979186274,-1.1180625092462468,0.5802507526657836,1.0310247857007637,-0.43929819147176624,0.974548886649432,-3.57155502524757,2
2.2499869756029165,-1.983885613295228,0.44502463565515743,-1.0049702436686503,-1.2287415826989285,-1.0310824066546396,1.183761218987148,-0.6731297771497959,-1.0729071448223382,2.0236345802011866,0.21428172735721282,-0.41013987970895316,0.19607966278621058,-0.15611341650880478,-0.390626199512531,-0.5092774487462545,0.6081289526227214,0.24633845027805468,0.13854158842842892,-0.5977773596128686,0.4466418862819804,-0.1196938267945183,-0.9990800486404475,-0.7101828266667566,-0.16424904196670773,0.7057123422865255,-0.03265906929213195,0.6001618049750622,0.20969399976935535,-0.20057738925820762,2
-5.676099246194579,1.4392229480158485,2.506630806377225,0.8622122745501024,-0.8477696061061345,-2.53533716693377,1.1445552082664479,-1.4546577931332914,-0.4018076518232377,1.532822716507995,-0.39239228080553945,-0.5106434218185449,-0.8955434860395632,-0.4844547469988487,-0.2582049725118851,1.4689973581021352,-1.3022490308076173,0.4185320132323576,-0.4341408776189559,-0.4211775994582393,0.7111692079565556,-0.4764922738902326,-0.5433540740419445,-0.03336775812849932,1.3208341449810386,-0.07872814744062163,0.07007879923449324,0.4895016358326278,-0.8294949103252246,0.1876022677463312,0
1.4429431123250875,-1.958772699456386,-0.1665100204383807,-0.03810070614393414,-1.444050201997449,5.6023072248675145,4.294882646008597,-2.0805532724536384,6.9839399599372,3.6327570824632165,-0.35995209830186187,0.9162601328307929,1.474073222571285,0.08263839692647636,-0.3556107205165717,0.26779237282950874,-0.8542469909912965,0.26946045353967785,0.7973008284662622,0.17735669720079494,0.9035619383848034,-0.5526523808965007,0.021857619920871856,0.6189075324002549,0.4957554723199101,-0.8127032075941755,0.8749402732418315,0.2726532440946945,0.5341769754006211,-0.34388882159595563,2
0.1860833088645505,-0.398771052926793,1.3509472574662007,4.255701937140093,-0.9556781786968868,3.280695386125348,-3.0778572968014335,-0.9199799958758682,-2.2269011411213935,0.27101423216247084,-0.4311439222993687,-0.2855686694812467,-0.9964682581431074,0.32391004141748136,-0.06001554020252408,-0.8744210620102482,1.2418353013603192,-0.17703677836732898,0.05730698917240652,0.8173810828058911,-0.21230563458381824,0.3434941436755283,0.34490460575566184,-0.48723333504591193,0.6425871717984035,0.5300416118613513,-0.35201572319781493,0.0428390499998713,0.5917223422959131,-0.09283530547558563,0
